Sitio_ID,AB2,Resistividad_Aparente
690.0,690.0,690.0
4.565217391304348,59.37391304347826,357.0783411657824
2.483491273928638,66.79459155289534,514.7656842827217
1.0,1.0,0.9612141005238652
2.0,15.0,26.43770009041863
5.0,40.0,106.40164166426001
7.0,75.0,527.4400699138394
8.0,400.0,2694.696008043077
